CODE_OPERATION	CODE_STATION	DATE	CODE_PHASE	CODE_TAXON	RESULTAT	CODE_REMARQUE	TYPO_NATIONALE
06003770*2012-07-16*102*I	6003770	2012-07-16	A	1071	1	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	A	704	2	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	473	2	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	625	17	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	608	1	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	807	8	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	906	1	4	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	933	26	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	619	8	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	364	6	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	819	1	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	831	11	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	457	2	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	245	1	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	967	1	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	241	1	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	198	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	1043	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	908	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	183	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	520	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	1041	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	239	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	312	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	502	5	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	1004	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	650	5	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	837	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	518	2	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	322	3	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	838	3	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	623	30	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	928	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	451	5	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	212	23	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	A	978	405	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	B	625	25	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	B	807	43	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	B	906	1	4	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	918	7	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	1028	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	212	59	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	757	36	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	734	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	364	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	608	2	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	807	66	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	906	1	4	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	933	62	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	619	18	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	625	12	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	831	3	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	978	45	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	3163	7	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	502	36	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	819	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	1042	43	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	618	29	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	322	15	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	623	49	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	928	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	617	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	908	4	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	892	197	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	650	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	622	18	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	339	2	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	1043	11	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	A	704	3	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	364	2	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	807	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	212	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	305	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	908	4	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	892	655	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	918	6	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	622	65	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	286	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	457	2	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	994	8	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	518	4	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	757	10	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	704	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	364	76	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	608	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	807	305	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	906	1	4	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	933	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	619	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	625	7	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	2947	22	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	307	6	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	1043	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	200	10	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	978	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	892	825	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	3163	3	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	502	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	650	22	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	837	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	618	142	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	287	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	623	4	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	451	9	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	212	135	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	305	4	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	908	4	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	611	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	918	16	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	622	55	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	709	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	728	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	994	2	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	A	757	13	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	383	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	364	32	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	807	97	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	906	1	4	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	933	9	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	619	6	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	625	8	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	831	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	200	16	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	978	2	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	67	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	390	2	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	892	630	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	918	4	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	650	6	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	837	4	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	618	118	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	1055	2	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	623	33	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	451	10	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	212	45	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	305	2	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	908	4	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	892	415	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	918	17	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	622	130	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	734	1	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	1087	1	4	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	3163	4	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	623	62	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	650	4	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	618	32	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	322	4	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	978	8	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	2393	3	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	502	6	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	622	4	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	212	3	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	491	1	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	908	12	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	757	1	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	892	480	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	321	3	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	305	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	1044	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	1055	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	200	2	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	892	560	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	B	918	30	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	625	14	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	978	58	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	906	1	4	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	933	10	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	619	1	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	364	6	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	831	9	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	908	1	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	892	119	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	321	7	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	623	10	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	807	3	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	933	46	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	619	14	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	364	6	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	928	6	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	997	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	200	2	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	67	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	312	2	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	906	1	4	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	502	19	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	345	2	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	650	3	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	837	2	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	618	56	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	C	322	4	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	A	978	232	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	A	608	9	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	906	1	4	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	625	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	831	4	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	2395	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	978	52	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	239	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	908	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	3163	4	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	502	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	650	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	1042	8	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	618	14	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	322	8	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	623	9	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	2396	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	212	7	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	451	3	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	892	41	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	515	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	289	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	972	6	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	339	8	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	B	819	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	C	473	3	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	C	364	1	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	C	807	22	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	C	906	1	4	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	C	933	7	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	C	619	2	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	C	625	15	1	TP15
06003770*2010-08-09*102*I	6003770	2010-08-09	C	831	24	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	807	160	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	933	210	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	619	2	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	364	12	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	2947	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	824	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	997	2	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	183	2	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	753	3	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	3163	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	623	24	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	1004	6	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	515	4	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	837	2	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	518	2	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	322	3	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	978	4	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	502	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	994	12	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	451	5	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	212	61	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	757	9	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	908	2	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	743	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	3163	5	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	502	4	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	212	4	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	346	4	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	892	144	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	485	4	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	1055	1	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	321	6	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	831	10	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	819	2	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	1087	1	4	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	212	1	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	801	1	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	1043	11	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	502	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	1028	3	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	928	2	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	994	2	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	B	757	14	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	364	38	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	807	96	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	906	11	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	933	2	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	619	42	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	2947	3	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	200	3	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	3163	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	623	31	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	650	6	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	837	11	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	618	81	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	322	2	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	978	4	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	451	1	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	617	84	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	305	2	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	908	2	1	TP15
06003770*2009-08-27*102*I	6003770	2009-08-27	C	892	1595	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	1071	4	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	636	1	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	623	11	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	1044	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	933	25	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	625	5	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	831	2	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	5152	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	183	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	3163	3	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	623	25	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	1043	2	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	1071	1	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	A	473	3	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	A	625	120	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	A	807	15	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	A	906	1	4	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	994	1	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	2395	2	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	C	618	8	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	A	364	8	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	A	625	2	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	A	502	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	A	801	2	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	A	831	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	A	622	2	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	A	212	11	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	831	4	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	A	5152	3	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	322	3	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	928	1	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	339	1	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	496	3	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	978	115	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	1087	1	4	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	3163	3	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	625	11	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	502	16	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	650	7	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	618	4	1	TP15
06003770*2011-07-28*102*I	6003770	2011-07-28	C	622	9	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	618	13	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	608	2	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	807	7	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	383	1	1	TP15
06003770*2008-09-11*102*I	6003770	2008-09-11	A	625	6	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	339	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	783	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	670	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	473	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	364	4	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	807	7	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	618	8	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	502	16	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	212	3	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	908	6	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	892	98	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	908	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	5152	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	735	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	622	3	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	286	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	892	95	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	321	4	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	339	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	906	1	4	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	933	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	623	10	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	625	5	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	212	3	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	A	321	2	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	622	2	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	286	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	321	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	3163	3	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	A	743	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	A	3163	8	1	TP15
06003770*2012-07-16*102*I	6003770	2012-07-16	B	1055	6	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	B	473	1	1	TP15
06003770*2013-07-31*1*I	6003770	2013-07-31	C	819	1	1	TP15
